Accession	Title	Type	Organism	Assays	Release Date	Processed Data	Raw Data	Present in Atlas	ArrayExpress URL
E-GEOD-18217	Growth responses and global gene expression analysis of transgenic mannitol-producing Arabidopsis thaliana	transcription profiling by array	Arabidopsis thaliana	8	2010-03-07	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-18217/E-GEOD-18217.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-18217/E-GEOD-18217.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-18217/
E-GEOD-20556	Karrikin responses in Arabidopsis thaliana seed	transcription profiling by array	Arabidopsis thaliana	14	2010-03-06	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-20556/E-GEOD-20556.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-20556/E-GEOD-20556.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-20556/
E-GEOD-18666	Transcription profiling by array of Arabidopsis after heat stress treatment	transcription profiling by array	Arabidopsis thaliana	8	2010-03-06	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-18666/E-GEOD-18666.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-18666/E-GEOD-18666.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-18666/
E-GEOD-17464	Transcription profiling by array of Arabidopsis DELLA mutants after treatment with flg22, methyl jasmonate, Alternaria brassicicola or Pseudomonas syringae pv. tomato DC3000	transcription profiling by array	Arabidopsis thaliana	99	2010-03-02	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-17464/E-GEOD-17464.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-17464/raw/	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-17464/
E-MEXP-2519	Transcription profiling by array of Arabidopsis mutant for ip28 after treatment with tunicamycin	transcription profiling by array	Arabidopsis thaliana	8	2010-03-01	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2519/E-MEXP-2519.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2519/
E-MEXP-2227	Transcription profiling of Arabidopsis thaliana female gametophyte	transcription profiling by array	Arabidopsis thaliana	9	2010-03-01	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2227/E-MEXP-2227.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2227/
E-GEOD-20454	Transcription profiling by array of Arabidopsis cells with glutathione localised to the nucleus or to the cytoplasm	transcription profiling by array	Arabidopsis thaliana	18	2010-02-27	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-20454/E-GEOD-20454.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-20454/E-GEOD-20454.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-20454/
E-GEOD-14788	Genome-Wide Analysis Revealed the Complex Regulatory Network of Brassinosteroid Effects in Photomorphogenesis	transcription profiling by array	Arabidopsis thaliana	14	2010-02-22	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-14788/E-GEOD-14788.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-14788/E-GEOD-14788.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-14788/
E-GEOD-20039	Expression data from Arabidopsis seed compartments at the bending coyledon stage	transcription profiling by array	Arabidopsis thaliana	12	2010-02-21	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-20039/E-GEOD-20039.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-20039/E-GEOD-20039.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-20039/
E-MEXP-2405	Transcription profiling of EDS1- and SA-dependent genes in Arabidopsis nudt7-1	transcription profiling by array	Arabidopsis thaliana	15	2010-02-08	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2405/processed/	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2405/E-MEXP-2405.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2405/
E-GEOD-17496	Transcription profiling by array of Arabidopsis polyploidy-associated transcriptional gene silencing (paTGS) mutants ddm1-12 and hog1-7 against wild type controls	transcription profiling by array	Arabidopsis thaliana	9	2010-02-01	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-17496/E-GEOD-17496.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-17496/E-GEOD-17496.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-17496/
E-MEXP-2435	Transcription profiling by array of Arabidopsis thaliana transgenic plants overexpressing ABF3 under drought stress	transcription profiling by array	Arabidopsis thaliana	39	2010-01-28	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2435/E-MEXP-2435.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2435/E-MEXP-2435.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2435/
E-MEXP-2552	Transcription profiling of Arabidopsis thaliana AtCPL5 overexpressing seedlings	transcription profiling by array	Arabidopsis thaliana	4	2010-01-20	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2552/E-MEXP-2552.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2552/E-MEXP-2552.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2552/
E-GEOD-14374	Transcription profiling by array of Arabidopsis mutant for pil5 after exposure to red and far-red light or far-red light only	transcription profiling by array	Arabidopsis thaliana	12	2010-01-19	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-14374/E-GEOD-14374.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-14374/E-GEOD-14374.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-14374/
E-MEXP-2251	Transcription profiling of Arabidopsis dms4-1, drd1-1 and drd1-6 mutant seedlings against wild-type to identify targets of IWR1-like transcription factor	transcription profiling by array	Arabidopsis thaliana	14	2010-01-10	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2251/E-MEXP-2251.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2251/E-MEXP-2251.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2251/
E-GEOD-19259	Transcription profiling by array of Arabidopsis mutant for met1 or fis	transcription profiling by array	Arabidopsis thaliana	11	2010-01-09	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19259/E-GEOD-19259.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19259/E-GEOD-19259.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-19259/
E-GEOD-18624	Transcription profiling by array of Arabidopsis mutant for arp6 after heat stress treatment	transcription profiling by array	Arabidopsis thaliana	18	2010-01-08	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-18624/E-GEOD-18624.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-18624/E-GEOD-18624.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-18624/
E-MEXP-2494	Transcription profiling by array of Arabidopsis thaliana seedlings treated with CTL-VI or GR24	transcription profiling by array	Arabidopsis thaliana	9	2010-01-06	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2494/E-MEXP-2494.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2494/E-MEXP-2494.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2494/
E-GEOD-17875	Transcription profiling by array of Arabidopsis mutant for mlo2, mlo6 and mlo12	transcription profiling by array	Arabidopsis thaliana	6	2010-01-03	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-17875/E-GEOD-17875.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-17875/E-GEOD-17875.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-17875/
E-MEXP-2472	Transcription profiling by array of Arabidopsis after growing in dark or light conditions	transcription profiling by array	Arabidopsis thaliana	24	2010-01-01	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2472/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2472/
E-GEOD-18417	Transcription profiling by array of Arabidopsis overexpressing turtle RfBP	transcription profiling by array	Arabidopsis thaliana	4	2010-01-01	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-18417/E-GEOD-18417.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-18417/E-GEOD-18417.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-18417/
E-GEOD-8955	Transcription profiling by array of Arabidopsis mutant for atmyc2 and/or cop1 grown under constant blue-light or dark and treated with abscisic acid	transcription profiling by array	Arabidopsis thaliana	24	2009-12-31	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-8955/E-GEOD-8955.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-8955/E-GEOD-8955.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-8955/
E-GEOD-14663	Transcription profiling by array of Arabidopsis thaliana and Oryza sativa overexpressing Os-LBD37	transcription profiling by array	Arabidopsis thaliana, Oryza sativa	18	2009-12-26	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-14663/E-GEOD-14663.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-14663/E-GEOD-14663.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-14663/
E-GEOD-14646	Transcription profiling by array of Arabidopsis overexpressing rice LBD37	transcription profiling by array	Arabidopsis thaliana	12	2009-12-26	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-14646/E-GEOD-14646.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-14646/E-GEOD-14646.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-14646/
E-GEOD-14496	A combinatorial Interplay Among the ACC Synthase Isoforms Regulates Ethylene Biosynthesis in Arabidopsis thaliana	transcription profiling by array	Arabidopsis thaliana	42	2009-12-15	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-14496/E-GEOD-14496.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-14496/E-GEOD-14496.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-14496/
E-GEOD-15680	Transcription profiling by array of Arabidopsis mutant for eds16 after infection with Golovinomyces orontii	transcription profiling by array	Arabidopsis thaliana	16	2009-12-14	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-15680/E-GEOD-15680.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-15680/E-GEOD-15680.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-15680/
E-GEOD-19341	Transcription profiling by array of Arabidopsis after RNAi-mediated knock-down of pvip1 and pvip2	transcription profiling by array	Arabidopsis thaliana	6	2009-12-10	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19341/E-GEOD-19341.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19341/E-GEOD-19341.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-19341/
E-GEOD-19273	Transcription profiling by array of Arabidopsis mutant for At2g19270	transcription profiling by array	Arabidopsis thaliana	27	2009-12-09	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19273/E-GEOD-19273.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19273/E-GEOD-19273.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-19273/
E-GEOD-19271	Transcription profiling by array of Arabidopsis mutant for toc1 after treatment with nicotinamide sampled over a circadian time course	transcription profiling by array	Arabidopsis thaliana	72	2009-12-09	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19271/E-GEOD-19271.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19271/E-GEOD-19271.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-19271/
E-GEOD-19269	Transcription profiling by array of Arabidopsis epigenetic mutants	transcription profiling by array	Arabidopsis thaliana	9	2009-12-09	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19269/E-GEOD-19269.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19269/E-GEOD-19269.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-19269/
E-GEOD-19268	Transcription profiling by array of Arabidopsis overexpressing DEK1 calpain	transcription profiling by array	Arabidopsis thaliana	9	2009-12-09	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19268/E-GEOD-19268.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19268/E-GEOD-19268.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-19268/
E-GEOD-19267	Transcription profiling by array of Arabidopsis mutant for ms35	transcription profiling by array	Arabidopsis thaliana	12	2009-12-09	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19267/E-GEOD-19267.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19267/E-GEOD-19267.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-19267/
E-GEOD-19266	Transcription profiling by array of Arabidopsis expressing DUO1 as a result of induction with estradiol	transcription profiling by array	Arabidopsis thaliana	18	2009-12-09	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19266/E-GEOD-19266.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19266/E-GEOD-19266.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-19266/
E-GEOD-19265	Transcription profiling by array of Arabidopsis mutant for glk1 and glk2 expressing GLK1 via LHGR-N dexamethasone induction	transcription profiling by array	Arabidopsis thaliana	10	2009-12-09	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19265/E-GEOD-19265.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19265/E-GEOD-19265.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-19265/
E-GEOD-19264	Transcription profiling by array of Arabidopsis after infection with different strains of Pseudomonas syringae pv. tomato DC3000	transcription profiling by array	Arabidopsis thaliana	27	2009-12-09	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19264/E-GEOD-19264.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19264/E-GEOD-19264.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-19264/
E-GEOD-19263	Transcription profiling by array of Arabidopsis mutant for lhy and cca1 sampled at different time points relative to dawn	transcription profiling by array	Arabidopsis thaliana	16	2009-12-09	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19263/E-GEOD-19263.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19263/E-GEOD-19263.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-19263/
E-GEOD-18273	Comparison of gene expression regulated by WRKY6	transcription profiling by array	Arabidopsis thaliana	3	2009-12-07	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-18273/E-GEOD-18273.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-18273/E-GEOD-18273.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-18273/
E-GEOD-19262	NPA-induced vascular overgrowth in Arabidopsis	transcription profiling by array	Arabidopsis thaliana	2	2009-12-05	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19262/E-GEOD-19262.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19262/E-GEOD-19262.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-19262/
E-GEOD-19257	Transcriptome differences between two vitamin C-deficient mutants and wild type	transcription profiling by array	Arabidopsis thaliana	9	2009-12-05	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19257/E-GEOD-19257.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19257/E-GEOD-19257.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-19257/
E-GEOD-14247	Transcription profiling by array of Arabidopsis with miR-mediated knock-down of ETP1 and ETP2 and of wild-type Col-0 after treatment with ethylene	transcription profiling by array	Arabidopsis thaliana	6	2009-12-05	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-14247/E-GEOD-14247.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-14247/E-GEOD-14247.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-14247/
E-GEOD-19261	Transcription profiling by array of Arabidopsis after growth in light for different lengths of time	transcription profiling by array	Arabidopsis thaliana	16	2009-12-04	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19261/E-GEOD-19261.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19261/E-GEOD-19261.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-19261/
E-GEOD-19260	Transcription profiling by array of Arabidopsis mutant for sex1, sex4 and ptpkis2	transcription profiling by array	Arabidopsis thaliana	12	2009-12-04	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19260/E-GEOD-19260.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19260/E-GEOD-19260.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-19260/
E-GEOD-19258	Transcription profiling by array of Arabidopsis mutant for phyB after growth at different temperatures	transcription profiling by array	Arabidopsis thaliana	16	2009-12-04	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19258/E-GEOD-19258.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19258/E-GEOD-19258.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-19258/
E-GEOD-19256	Transcription profiling by array of Arabidopsis mutant for TOO MANY MOUTHS	transcription profiling by array	Arabidopsis thaliana	4	2009-12-03	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19256/E-GEOD-19256.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19256/E-GEOD-19256.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-19256/
E-GEOD-19255	Transcription profiling by array of Arabidopsis mutant for sid2 or atgsnor1 after infection with Pseudomonas syringae pv. tomato avrB	transcription profiling by array	Arabidopsis thaliana	16	2009-12-03	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19255/E-GEOD-19255.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19255/E-GEOD-19255.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-19255/
E-GEOD-19254	Transcription profiling by array of Arabidopsis mutant for sfr3 after growth in cold conditions	transcription profiling by array	Arabidopsis thaliana	8	2009-12-03	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19254/E-GEOD-19254.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19254/E-GEOD-19254.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-19254/
E-GEOD-19252	Transcription profiling by array of Arabidopsis mutant for AtATM	transcription profiling by array	Arabidopsis thaliana	6	2009-12-03	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19252/E-GEOD-19252.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19252/E-GEOD-19252.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-19252/
E-GEOD-14106	Transcription profiling by array of Arabidopsis after infection with different strains of Agrobacterium tumefaciens	transcription profiling by array	Arabidopsis thaliana	32	2009-12-02	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-14106/E-GEOD-14106.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-14106/E-GEOD-14106.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-14106/
E-GEOD-13930	Transcription profiling by array of injured Arabidopsis after infection with different strains of Agrobacterium tumefaciens	transcription profiling by array	Arabidopsis thaliana	9	2009-12-02	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-13930/E-GEOD-13930.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-13930/E-GEOD-13930.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-13930/
E-GEOD-13929	Transcription profiling by array of Arabidopsis after infection with different strains of Agrobacterium tumefaciens	transcription profiling by array	Arabidopsis thaliana	15	2009-12-02	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-13929/E-GEOD-13929.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-13929/E-GEOD-13929.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-13929/
E-GEOD-13927	Transcription profiling by array of Arabidopsis after infection with Agrobacterium tumefaciens and tumour development	transcription profiling by array	Arabidopsis thaliana	8	2009-12-02	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-13927/E-GEOD-13927.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-13927/E-GEOD-13927.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-13927/
E-MEXP-2316	Transcription profliing of Arabidopsis fis2 and jas mutants and tetraploid x diploid crosses	transcription profiling by array	Arabidopsis thaliana	12	2009-12-01	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2316/E-MEXP-2316.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2316/E-MEXP-2316.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2316/
E-MEXP-1957	Transcription profiling of Arabodpsis seedings exposed to UV-B irradiation	transcription profiling by array	Arabidopsis thaliana	36	2009-12-01	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1957/E-MEXP-1957.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1957/E-MEXP-1957.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1957/
E-GEOD-19109	Transcription profiling of Arabidopsis thaliana wild type (Columbia-0) and lht1 mutant leaves	transcription profiling by array	Arabidopsis thaliana	12	2009-11-28	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19109/E-GEOD-19109.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-19109/
E-GEOD-18818	Transcription profiling by array of Arabidopsis mutant for or overexpressing LBD37 and LBD38 after nitrogen deprivation	transcription profiling by array	Arabidopsis thaliana	18	2009-11-28	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-18818/E-GEOD-18818.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-18818/E-GEOD-18818.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-18818/
E-GEOD-18975	Transcription profiling by array of Arabidopsis Col-0, Fei-0, Bur-0, C24, Sha, Bay-0 and Bl-1 after treatment with indole-3-acetic acid	transcription profiling by array	Arabidopsis thaliana	83	2009-11-27	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-18975/E-GEOD-18975.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-18975/E-GEOD-18975.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-18975/
E-GEOD-16913	Transcription profiling by array of Arabidopsis mutant for ahg2 only, ahg2 and sid2 or ahg2 and abi1	transcription profiling by array	Arabidopsis thaliana	8	2009-11-26	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-16913/E-GEOD-16913.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-16913/E-GEOD-16913.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-16913/
E-GEOD-18988	Transcription profiling by array of Arabidopsis mutant for rts1	transcription profiling by array	Arabidopsis thaliana	9	2009-11-17	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-18988/E-GEOD-18988.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-18988/E-GEOD-18988.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-18988/
E-GEOD-18987	Transcription profiling by array of Arabidopsis axillary shoots and buds	transcription profiling by array	Arabidopsis thaliana	4	2009-11-17	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-18987/E-GEOD-18987.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-18987/E-GEOD-18987.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-18987/
E-GEOD-18986	Transcription profiling by array of Arabidopsis mutant for exo70A1	transcription profiling by array	Arabidopsis thaliana	4	2009-11-17	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-18986/E-GEOD-18986.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-18986/E-GEOD-18986.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-18986/
E-GEOD-18985	Transcription profiling by array of Arabidopsis expressing PcGA2ox1 after treatment with gibberellin	transcription profiling by array	Arabidopsis thaliana	21	2009-11-17	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-18985/E-GEOD-18985.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-18985/E-GEOD-18985.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-18985/
E-GEOD-18984	Transcription profiling by array of Arabidopsis grown on soil lacking nitrate after treatment with nitrate	transcription profiling by array	Arabidopsis thaliana	8	2009-11-17	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-18984/E-GEOD-18984.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-18984/E-GEOD-18984.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-18984/
E-GEOD-18983	Transcription profiling by array of Arabidopsis treated with 2,4,6-trinitrotoluene (TNT)	transcription profiling by array	Arabidopsis thaliana	6	2009-11-17	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-18983/E-GEOD-18983.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-18983/E-GEOD-18983.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-18983/
E-GEOD-18982	Transcription profiling by array of Arabidopsis grown at low pH	transcription profiling by array	Arabidopsis thaliana	12	2009-11-17	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-18982/E-GEOD-18982.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-18982/E-GEOD-18982.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-18982/
